0.0256467	0.391041
0.0363227	0.487005
0.0472316	0.551229
0.0583839	0.47067
0.0697906	1.00485
0.0814636	0.891735
0.0934157	1.10215
0.105661	1.17039
0.118213	1.38017
0.131088	1.40543
0.144304	1.65467
0.157879	1.73313
0.171832	1.88971
0.186186	1.99714
0.200964	2.26909
0.216193	2.41807
0.2319	2.49689
0.248116	2.63765
0.264876	2.64461
0.282218	2.83704
0.300182	3.02432
0.318816	3.22964
0.338172	3.23767
0.358306	3.42146
0.379286	3.54721
0.401186	3.83062
0.424088	3.82675
0.44809	4.01828
0.473302	4.21757
0.499854	4.30641
0.527894	4.39985
0.557602	4.56427
0.589187	4.82767
0.622902	4.94805
0.659056	5.04619
0.698029	5.08865
0.740299	5.32508
0.786476	5.38082
0.837355	5.5325
0.894004	5.87238
0.957901	5.87996
1.03118	6.0639
1.11707	6.30076
1.22083	6.49561
1.35193	6.48217
1.53012	6.55925
1.80954	7.14105
2.5	7.19004
