50,0.587223
100,0.838414
150,0.771169
200,0.759042
250,0.760515
300,0.783736
350,0.78121
400,0.768392
450,0.755033
500,0.778022
550,0.750364
600,0.758009
650,0.771744
700,0.75755
750,0.766843
800,0.78046
850,0.750499
900,0.766336
950,0.727022
1000,0.755013
1050,0.78317
1100,0.741429
1150,0.755133
1200,0.755814
1250,0.731937
1300,0.744714
1350,0.760495
1400,0.77302
1450,0.753149
1500,0.745985
1550,0.720641
1600,0.747654
1650,0.752433
1700,0.742134
1750,0.745526
1800,0.728765
1850,0.758363
1900,0.736815
1950,0.73927
2000,0.778688
2050,0.737154
2100,0.709799
2150,0.762663
2200,0.741229
2250,0.732113
2300,0.742381
2350,0.709068
2400,0.759338
2450,0.739594
2500,0.72198
2550,0.742859
2600,0.759389
2650,0.736989
2700,0.699915
2750,0.732228
2800,0.72946
2850,0.744097
2900,0.725751
2950,0.725645
3000,0.717468
3050,0.752859
3100,0.710777
3150,0.724685
3200,0.725927
3250,0.705459
3300,0.727715
3350,0.746948
3400,0.705274
3450,0.708006
3500,0.706906
3550,0.70283
3600,0.688845
3650,0.66874
3700,0.729188
3750,0.706911
3800,0.679769
3850,0.712075
3900,0.703102
3950,0.717483
4000,0.701785
4050,0.700733
4100,0.672421
4150,0.716793
4200,0.666333
4250,0.70838
4300,0.702695
4350,0.702384
4400,0.702533
4450,0.713513
4500,0.71898
4550,0.687931
4600,0.656947
4650,0.672981
4700,0.747945
4750,0.710725
4800,0.664279
4850,0.680337
4900,0.710715
4950,0.667716
5000,0.650667
5050,0.674457
5100,0.666413
5150,0.678349
5200,0.656522
5250,0.704428
5300,0.696818
5350,0.707246
5400,0.66833
5450,0.662704
5500,0.73303
5550,0.702877
5600,0.69757
5650,0.690167
5700,0.643248
5750,0.670568
5800,0.703448
5850,0.695412
5900,0.665947
5950,0.695221
6000,0.673503
6050,0.663432
6100,0.694007
6150,0.683646
6200,0.676853
6250,0.674382
6300,0.664968
6350,0.697737
6400,0.668791
6450,0.701652
6500,0.654881
6550,0.622031
6600,0.665242
6650,0.656944
6700,0.655325
6750,0.694866
6800,0.665066
6850,0.631784
6900,0.670055
6950,0.666635
7000,0.623469
7050,0.669104
7100,0.717677
7150,0.670449
7200,0.671928
7250,0.666618
7300,0.648439
7350,0.665885
7400,0.664005
7450,0.643907
7500,0.652976
7550,0.69194
7600,0.655105
7650,0.666798
7700,0.637211
7750,0.65555
7800,0.638634
7850,0.668782
7900,0.613434
7950,0.623032
8000,0.658536
8050,0.660264
8100,0.675452
8150,0.650379
8200,0.637795
8250,0.666494
8300,0.682884
8350,0.657236
8400,0.642531
8450,0.618495
8500,0.67854
8550,0.640715
8600,0.641723
8650,0.644058
8700,0.606206
8750,0.668975
8800,0.662785
8850,0.66798
8900,0.639954
8950,0.683489
9000,0.639429
9050,0.639205
9100,0.659974
9150,0.634425
9200,0.656898
9250,0.621449
9300,0.64588
9350,0.612765
9400,0.598328
9450,0.639425
9500,0.640617
9550,0.636086
9600,0.607509
9650,0.623439
9700,0.638077
9750,0.610738
9800,0.653311
9850,0.634405
9900,0.617685
9950,0.604098
10000,0.633048
10050,0.614154
10100,0.639722
10150,0.623354
10200,0.604163
10250,0.615862
10300,0.618141
10350,0.60139
10400,0.620771
10450,0.621518
10500,0.61857
10550,0.615973
10600,0.612998
10650,0.654139
10700,0.591552
10750,0.618521
10800,0.662407
10850,0.591481
10900,0.60952
10950,0.607241
11000,0.595731
11050,0.616167
11100,0.5926
11150,0.620407
11200,0.613874
11250,0.60386
11300,0.60963
11350,0.623308
11400,0.63053
11450,0.62493
11500,0.598698
11550,0.586955
11600,0.575055
11650,0.611459
11700,0.590662
11750,0.588343
11800,0.595325
11850,0.595135
11900,0.568836
11950,0.578864
12000,0.593418
12050,0.628338
12100,0.603361
12150,0.623774
