   T   ,  Sig_Np, Rate# ,   Pct_Np,      CumPct,        SigT,      E:SNR0432 ,   Sig,        SigCalc,    Range ,  Zero   
 2.56262e+02, 1.90830e+05, 36 , 1.03580e+01, 2.81618e+00 , 5.99484e+01,  3.91018e-01, 7.13312e+05, 7.14977e+05
 2.21828e+02, 2.58164e+05, 37 , 1.40128e+01, 4.57451e+00 , 7.19686e+01,  5.07212e-01, 6.02344e+05, 6.04505e+05
 1.92021e+02, 3.22239e+05, 38 , 1.74908e+01, 6.84747e+00 , 8.63988e+01,  2.74846e-01, 4.98033e+05, 4.99204e+05
 1.66219e+02, 3.78986e+05, 39 , 2.05709e+01, 9.59358e+00 , 1.03723e+02, -5.91429e-01, 4.05004e+05, 4.02485e+05
 1.43884e+02, 4.29343e+05, 40 , 2.33042e+01, 1.27591e+01 , 1.24520e+02, -7.14038e-01, 3.20120e+05, 3.17079e+05
 1.24550e+02, 4.75000e+05, 41 , 2.57824e+01, 1.63007e+01 , 1.49487e+02, -8.48134e-01, 2.48197e+05, 2.44585e+05
 1.07814e+02, 5.10353e+05, 42 , 2.77014e+01, 2.01595e+01 , 1.79460e+02, -1.23288e+00, 1.90487e+05, 1.85236e+05
 9.33274e+01, 5.14830e+05, 43 , 2.79444e+01, 2.41743e+01 , 2.15443e+02,  3.92471e-01, 1.36356e+05, 1.38028e+05
 8.07869e+01, 4.50623e+05, 44 , 2.44593e+01, 2.79552e+01 , 2.58642e+02,  4.72642e-01, 9.91454e+04, 1.01158e+05
 6.99316e+01, 2.57944e+05, 45 , 1.40009e+01, 3.07300e+01 , 3.10501e+02, -2.36829e-02, 7.27334e+04, 7.26326e+04
 6.05348e+01, 0.00000e+00, 46 , 0.00000e+00, 3.17402e+01 , 3.72759e+02,  3.39069e-01, 4.92793e+04, 5.07234e+04
 5.24008e+01, 1.98452e+06, 47 , 1.07718e+02, 3.95119e+01 , 4.47501e+02,  4.42281e-01, 3.22561e+04, 3.41398e+04
 4.53597e+01, 6.73061e+06, 48 , 3.65330e+02, 7.36418e+01 , 5.37228e+02,  1.35714e-01, 2.13493e+04, 2.19273e+04
 3.92647e+01, 0.00000e+00, 49 , 0.00000e+00, 1.00000e+02 , 6.44947e+02,  1.85006e-01, 1.25008e+04, 1.32888e+04
 3.39887e+01, 0.00000e+00, 50 , 0.00000e+00, 1.00000e+02 , 7.74264e+02,  3.19730e-01, 6.11519e+03, 7.47695e+03
 2.94216e+01, 0.00000e+00, 51 , 0.00000e+00, 1.00000e+02 , 9.29510e+02, -7.53840e-01, 6.99663e+03, 3.78598e+03
 2.54682e+01, 0.00000e+00, 52 , 0.00000e+00, 1.00000e+02 , 1.11588e+03,  2.77046e-01, 4.09024e+02, 1.58898e+03
 2.20460e+01, 0.00000e+00, 53 , 0.00000e+00, 1.00000e+02 , 1.33963e+03,  4.64378e-02, 1.75307e+02, 3.73089e+02
 1.90837e+01, 0.00000e+00, 54 , 0.00000e+00, 1.00000e+02 , 1.60823e+03,  2.64882e-01,-1.37486e+03,-2.46713e+02
 1.65194e+01, 0.00000e+00, 55 , 0.00000e+00, 1.00000e+02 , 1.93070e+03,  4.78520e-01,-2.57258e+03,-5.34530e+02
 1.42997e+01, 0.00000e+00, 56 , 0.00000e+00, 1.00000e+02 , 2.31782e+03, -2.53207e-01, 4.23699e+02,-6.54725e+02
 1.23782e+01, 0.00000e+00, 57 , 0.00000e+00, 1.00000e+02 , 2.78256e+03,  2.11807e-01,-1.60128e+03,-6.99181e+02
 1.07150e+01, 0.00000e+00, 58 , 0.00000e+00, 1.00000e+02 , 3.34048e+03, -3.32510e-01, 7.02700e+02,-7.13482e+02
 9.27519e+00, 0.00000e+00, 59 , 0.00000e+00, 1.00000e+02 , 4.01028e+03,  5.96368e-02,-9.71395e+02,-7.17398e+02
 8.02888e+00, 0.00000e+00, 60 , 0.00000e+00, 1.00000e+02 , 4.81437e+03, -1.96756e-01, 1.19710e+02,-7.18287e+02
 6.95004e+00, 0.00000e+00, 61 , 0.00000e+00, 1.00000e+02 , 5.77969e+03,  8.14962e-02,-1.06555e+03,-7.18449e+02
 6.01616e+00, 0.00000e+00, 62 , 0.00000e+00, 1.00000e+02 , 6.93857e+03, -3.40804e-01, 7.33033e+02,-7.18472e+02
 5.20777e+00, 0.00000e+00, 63 , 0.00000e+00, 1.00000e+02 , 8.32981e+03, -3.47335e-01, 7.60848e+02,-7.18474e+02
 4.50800e+00, 0.00000e+00, 64 , 0.00000e+00, 1.00000e+02 , 1.00000e+04, -3.99033e-02,-5.48523e+02,-7.18474e+02
 3.90226e+00, 0.00000e+00, 65 , 0.00000e+00, 1.00000e+02 
 3.37791e+00, 0.00000e+00, 66 , 0.00000e+00, 1.00000e+02 
 2.92402e+00, 0.00000e+00, 67 , 0.00000e+00, 1.00000e+02 
 2.53112e+00, 0.00000e+00, 68 , 0.00000e+00, 1.00000e+02 
 2.19101e+00, 0.00000e+00, 69 , 0.00000e+00, 1.00000e+02 
 1.89660e+00, 0.00000e+00, 70 , 0.00000e+00, 1.00000e+02 
 1.64176e+00, 0.00000e+00, 71 , 0.00000e+00, 1.00000e+02 
 1.42115e+00, 0.00000e+00, 72 , 0.00000e+00, 1.00000e+02 
