0.05500000	0.24907200
0.06021280	0.22284400
0.06542550	0.21479000
0.07063830	0.22071400
0.07585110	0.20896100
0.08106380	0.20138700
0.08627660	0.20708800
0.09148940	0.19283300
0.09670210	0.20006700
0.10191500	0.18835600
0.10712800	0.17934400
0.11234000	0.18640300
0.11755300	0.17857500
0.12276600	0.16439300
0.12797900	0.17065600
0.13319100	0.14580500
0.13840400	0.13692500
0.14361700	0.13594900
0.14883000	0.14002000
0.15404300	0.12887900
0.15925500	0.13075900
0.16446800	0.11659400
0.16968100	0.10953800
0.17489400	0.11915100
0.18010600	0.10749900
0.18531900	0.10525100
0.19053200	0.09178470
0.19574500	0.09032560
0.20095700	0.08638750
0.20617000	0.07525430
0.21138300	0.06737760
0.21659600	0.06312350
0.22180900	0.06602510
0.22702100	0.05149170
0.23223400	0.06308290
0.23744700	0.04340740
0.24266000	0.04054310
0.24787200	0.04752750
0.25308500	0.05237920
0.25829800	0.03239020
0.26351100	0.04028390
0.26872300	0.03001180
0.27393600	0.04002250
0.27914900	0.02814740
0.28436200	0.03392540
0.28957400	0.01200250
0.29478700	0.02810600
0.30000000	0.02712990
