0.05500000	0.36754000
0.06021280	0.35067300
0.06542550	0.34541700
0.07063830	0.33141400
0.07585110	0.33362400
0.08106380	0.32093800
0.08627660	0.32097600
0.09148940	0.30208100
0.09670210	0.29676000
0.10191500	0.29434000
0.10712800	0.28104600
0.11234000	0.28297800
0.11755300	0.26263600
0.12276600	0.26429100
0.12797900	0.25651100
0.13319100	0.24263000
0.13840400	0.24429700
0.14361700	0.24022900
0.14883000	0.21801700
0.15404300	0.20966300
0.15925500	0.19996600
0.16446800	0.19532000
0.16968100	0.20174600
0.17489400	0.18360400
0.18010600	0.18275300
0.18531900	0.15800400
0.19053200	0.15109400
0.19574500	0.14171900
0.20095700	0.14615700
0.20617000	0.13100200
0.21138300	0.11852100
0.21659600	0.13226700
0.22180900	0.11013100
0.22702100	0.11635500
0.23223400	0.09196380
0.23744700	0.10255800
0.24266000	0.10002500
0.24787200	0.08841480
0.25308500	0.07680000
0.25829800	0.07397970
0.26351100	0.07116940
0.26872300	0.07893740
0.27393600	0.06541310
0.27914900	0.06868640
0.28436200	0.05790150
0.28957400	0.04664350
0.29478700	0.05975200
0.30000000	0.04619970
