0.0256467	0.283223
0.0363227	0.191153
0.0472316	0.227257
0.0583839	0.389939
0.0697906	0.387012
0.0814636	0.617722
0.0934157	0.497326
0.105661	0.682621
0.118213	0.76913
0.131088	0.870603
0.144304	0.778561
0.157879	0.846005
0.171832	0.969166
0.186186	1.17505
0.200964	1.13846
0.216193	1.13134
0.2319	1.2075
0.248116	1.41772
0.264876	1.34589
0.282218	1.45959
0.300182	1.53382
0.318816	1.57949
0.338172	1.69203
0.358306	1.89194
0.379286	1.98248
0.401186	1.98326
0.424088	2.06519
0.44809	2.1257
0.473302	2.27046
0.499854	2.48724
0.527894	2.44201
0.557602	2.55244
0.589187	2.68952
0.622902	2.7804
0.659056	2.79484
0.698029	3.07423
0.740299	3.02371
0.786476	3.1581
0.837355	3.22973
0.894004	3.48526
0.957901	3.68742
1.03118	3.79164
1.11707	3.87975
1.22083	4.10887
1.35193	4.01093
1.53012	4.46274
1.80954	4.75969
2.5	4.8086
