0.0256467	0.326958
0.0363227	0.534585
0.0472316	0.613891
0.0583839	0.731653
0.0697906	0.961254
0.0814636	1.08627
0.0934157	1.36313
0.105661	1.36725
0.118213	1.586
0.131088	1.70713
0.144304	1.68498
0.157879	1.99996
0.171832	2.01304
0.186186	2.17632
0.200964	2.3021
0.216193	2.40674
0.2319	2.62632
0.248116	2.69415
0.264876	2.85747
0.282218	2.96552
0.300182	3.1211
0.318816	3.32272
0.338172	3.38799
0.358306	3.45664
0.379286	3.64179
0.401186	3.74081
0.424088	3.78852
0.44809	4.04993
0.473302	4.19436
0.499854	4.30838
0.527894	4.1509
0.557602	4.42449
0.589187	4.60201
0.622902	4.70097
0.659056	4.7367
0.698029	5.06224
0.740299	5.06386
0.786476	5.18107
0.837355	5.34012
0.894004	5.51124
0.957901	5.60947
1.03118	5.74217
1.11707	5.76535
1.22083	5.95561
1.35193	5.8565
1.53012	6.13464
1.80954	6.1201
2.5	6.30233
